AÑO,MES,CONGLOME,SEGMENTO,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,CODINFOR,P1000_MES,P1000_ANHO,P1000,P1001_1,P1001_2,P1001_3,P1001_4,P1001_5,P1001_6,P1001_7,P1002,P1003,P1004,P1005_1,P1005_2,P1005_3,P1005_4,P1005_5,P1005_6,P1005_7,P1005_8,P1005_9,P1005_10,P1005_11,P1005A,P1006,P1007,P1008_1,P1008_2,P1008_3,P1008_4,P1008_5,P1008_6,P1008_7,P1008_8,P1008_9,P1008_10,P1008_11,P1008_12,P1009,P1010_1,P1010_2,P1010_3,P1010_4,P1010_5,P1010_6,P1010_7,P1011_1,P1011_2,P1011_3,P1011_4,P1011_5,P1011_6,P1011_7,P1011_8,P1011_9,P1011_10,P1012,P1013_1,P1013_2,P1013_3,P1013_4,P1013_5,P1013_6,P1013_7,P1014_1,P1014_2,P1014_3,P1014_4,P1015_1_1,P1015_1_2,P1015_1_3,P1015_1_4,P1015_2_1,P1015_2_2,P1015_2_3,P1015_2_4,P1015_3_1,P1015_3_2,P1015_3_3,P1015_3_4,P1015_4_1,P1015_4_2,P1015_4_3,P1015_4_4,P1015_5_1,P1015_5_2,P1015_5_3,P1015_5_4,P1015_6_1,P1015_6_2,P1015_6_3,P1015_6_4,P1015_7_1,P1015_7_2,P1015_7_3,P1015_7_4,P1015_8_1,P1015_8_2,P1015_8_3,P1015_8_4,P1015_9_1,P1015_9_2,P1015_9_3,P1015_9_4,P1015_10_1,P1015_10_2,P1015_10_3,P1015_10_4,P1015_11_1,P1015_11_2,P1015_11_3,P1015_11_4,P1016_1_1,P1016_1_2,P1016_1_3,P1016_1_4,P1016_1_5,P1016_1_6,P1016_1_7,P1016_1_8,P1016_1_9,P1016_1_10,P1016_1_11,P1016_1_12,P1016_1_13,P1016_1_14,P1016_2_1,P1016_2_2,P1016_2_3,P1016_2_4,P1016_2_5,P1016_2_6,P1016_2_7,P1016_2_8,P1016_2_9,P1016_2_10,P1016_2_11,P1016_2_12,P1016_2_13,P1016_2_14,P1016_3_1,P1016_3_2,P1016_3_3,P1016_3_4,P1016_3_5,P1016_3_6,P1016_3_7,P1016_3_8,P1016_3_9,P1016_3_10,P1016_3_11,P1016_3_12,P1016_3_13,P1016_3_14,P1016_4_1,P1016_4_2,P1016_4_3,P1016_4_4,P1016_4_5,P1016_4_6,P1016_4_7,P1016_4_8,P1016_4_9,P1016_4_10,P1016_4_11,P1016_4_12,P1016_4_13,P1016_4_14,P209A,T209A,ESTRATOSOCIO,FACTOR
2024,11,007952,007951,610,11,01,070101,8,1,01,4,2019, ,1,0,0,0,0,0,0,2, ,1, , , , , , , , , , , , ,1,1,0,0,0,0,0,0,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1,2,2, ,1, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,176.414459228516
2024,11,007952,007951,610,11,02,070101,8,1,02,10,2018, ,1,0,0,0,0,0,0,2, ,1, , , , , , , , , , , , ,1,1,0,0,0,0,0,0,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1,2,2, ,1, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , , ,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,176.414459228516
2024,11,007952,007951,610,11,03,070101,8,1,01,4,2019, ,1,0,0,0,5,0,0,2, ,1, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,55,176.414459228516
2024,11,007964,007964,604,11,01,070101,8,1,01,4,2018, ,0,0,0,4,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,4,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,117.609642028809
2024,11,007964,007964,604,11,02,070101,8,1,02,1,2019, ,0,0,0,4,0,0,0,2, ,3, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,117.609642028809
2024,11,007964,007964,604,11,03,070101,8,1,03,4,2019, ,0,0,0,4,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,4,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,117.609642028809
2024,11,007964,007964,604,11,04,070101,8,1,02,4,2019, ,0,0,3,0,0,0,0,2, ,3, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,55,117.609642028809
2024,11,007964,007964,606,11,01,070101,8,1,01,11,2017, ,0,2,0,4,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,1,0,2,3,4,0,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , ,4,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,117.609642028809
2024,11,007964,007964,606,11,02,070101,8,1,02,4,2018, ,1,0,0,0,0,0,0,9,7,5,1,0,0,0,0,0,0,0,0,0,0, ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,117.609642028809
2024,11,007964,007964,606,11,03,070101,8,1,02,1,2022, ,0,0,0,0,5,0,0,1, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,55,117.609642028809
2024,11,007964,007964,607,11,01,070101,8,1,01,6,2018, ,0,2,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,1,2,1,0,0,0,0,5,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,117.609642028809
2024,11,007964,007964,607,11,02,070101,8,1,02,6,2018, ,1,0,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , ,4,2,2,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,117.609642028809
2024,11,007964,007964,607,11,03,070101,8,1,02,11,2021, ,1,0,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,55,117.609642028809
2024,11,007964,007964,607,11,04,070101,8,1,02,11,2021, ,1,0,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,55,117.609642028809
2024,10,007977,007977,608,11,01,070103,8,1,01,7,2023, ,0,2,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,5,6,7,0,9,10,0,0,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,007977,007977,608,11,02,070103,8,1,02,7,2023, ,1,0,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,5,6,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,007977,007977,608,11,03,070103,8,1,01,7,2023, ,0,0,0,0,5,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,54,117.609642028809
2024,10,007977,007977,610,11,01,070103,8,1,01,6,2024, ,1,0,0,0,0,0,0,9,5,4, , , , , , , , , , , , ,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,007977,007977,611,11,01,070103,8,1,01,6,2019, ,0,2,0,0,0,0,0,1, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , ,4,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,0,0,5,0,0,0,0,0,0,12,0,0,2,2,54,117.609642028809
2024,10,007977,007977,611,11,02,070103,8,1,02,12,2018, ,1,0,0,0,0,0,0,2, ,1, , , , , , , , , , , , ,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , ,4,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,0,0,5,0,0,0,0,0,0,12,0,0,2,2,54,117.609642028809
2024,10,007977,007977,611,11,03,070103,8,1,01,6,2019, ,0,0,0,0,5,0,0,1, ,5,0,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,54,117.609642028809
2024,10,007990,007990,614,11,01,070103,8,1,01,9,2017, ,1,0,3,0,0,0,0,4, ,5,0,0,0,0,0,0,0,0,0,10,0,3,1,1,1,0,0,0,5,0,0,0,0,10,0,0,2, , , , , , , , , , , , , , , , , ,2,1,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,54,117.609642028809
2024,10,007990,007990,614,11,02,070103,8,1,02,3,2022, ,1,0,0,4,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,007990,007990,615,11,01,070103,8,1,01,2,2020, ,1,0,0,4,0,0,0,1, ,5,0,2,0,0,0,0,0,0,0,0,0, ,1,1,1,2,3,0,5,0,0,0,0,10,0,0,1,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,4,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,54,117.609642028809
2024,10,007990,007990,618,11,01,070103,8,1,01,5,2017, ,0,2,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,0,0,0,0,5,0,0,0,0,10,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,54,117.609642028809
2024,10,008003,008003,620,11,01,070103,8,1,01,8,2019, ,0,0,0,0,0,0,7,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,1,2,3,4,5,6,7,8,9,10,0,0,1,0,0,3,4,5,6,0,1,0,3,0,5,0,7,8,0,0,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008003,008003,621,11,01,070103,8,1,01,5,2018, ,0,2,3,0,0,0,0,2, ,1, , , , , , , , , , , , ,1,1,1,2,3,4,5,6,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,1,2,2,2,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008003,008003,621,11,02,070103,8,1,01,5,2018, ,0,0,3,0,5,0,0,9,8,5,0,0,0,0,0,0,7,0,0,0,0, ,1,1,1,0,0,0,0,0,0,0,9,10,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,54,117.609642028809
2024,10,008003,008003,621,11,03,070103,8,1,03,2,2023, ,1,0,0,0,0,0,0,6,8,5,0,0,0,0,0,0,0,0,0,10,0,1,1,1,1,0,0,0,5,6,7,0,0,10,0,0,2, , , , , , , , , , , , , , , , , ,2,2,2,2,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008003,008003,622,11,01,070103,8,1,01,4,2019, ,1,0,3,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008003,008003,622,11,02,070103,8,1,02,4,2019, ,1,0,3,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,0,0,3,0,5,6,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008003,008003,622,11,03,070103,8,1,01,4,2019, ,0,0,0,0,5,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,54,117.609642028809
2024,10,008016,008016,626,11,01,070103,8,1,01,1,2021, ,1,0,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,1,0,0,0,5,6,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008016,008016,626,11,02,070103,8,1,02,1,2021, ,1,0,0,4,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,2, , , , , , , , , , , , ,1,1,0,3,0,5,6,0,0,0,0,0,5,0,0,0,0,0,3,1,2,2,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008016,008016,626,11,03,070103,8,1,01,1,2021, ,0,0,0,0,5,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,2, , , , , , , , , , , , ,1,0,0,0,0,5,6,0,0,2,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,54,117.609642028809
2024,10,008016,008016,627,11,01,070103,8,1,01,9,2021, ,1,0,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,1,0,0,0,5,6,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008016,008016,627,11,02,070103,8,1,02,3,2022, ,1,0,0,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,1,0,0,0,5,6,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008016,008016,628,11,01,070103,8,1,01,6,2019, ,0,2,0,0,0,0,0,2, ,3, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008016,008016,628,11,02,070103,8,1,02,6,2019, ,0,2,0,4,0,0,0,2, ,3, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
2024,10,008016,008016,628,11,03,070103,8,1,01,6,2019, ,0,0,0,0,5,0,0,2, ,3, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,54,117.609642028809
2024,10,008016,008016,628,11,04,070103,8,1,01,6,2019, ,0,0,0,0,5,0,0,2, ,3, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,54,117.609642028809
2024,10,008016,008016,628,11,05,070103,8,1,01,6,2019, ,0,0,0,0,5,0,0,2, ,3, , , , , , , , , , , , ,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,54,117.609642028809
2024,10,008016,008016,628,11,06,070103,8,1,06,6,2019, ,0,2,3,0,0,0,0,2, ,5,0,0,0,0,0,0,0,0,0,10,0,2,1,1,1,0,0,0,5,6,7,8,9,10,0,0,2, , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,117.609642028809
